title,publishedAt,duration,views,likes,comments
JavaScript Exercise 2: Solution & Shoutouts | JavaScript Tutorial in Hindi #39,2022-09-09T07:28:31Z,PT19M5S,173465,4153,239
JavaScript Chapter 7 - Practice Set | JavaScript Tutorial in Hindi #38,2022-09-08T15:36:10Z,PT10M1S,178723,5376,452
"matches, closest and contains | JavaScript Tutorial in Hindi #37",2022-09-06T10:30:04Z,PT8M6S,215750,6074,411
Searching the DOM | JavaScript Tutorial in Hindi #36,2022-09-05T14:48:00Z,PT23M27S,272857,7261,398
Table Navigation | JavaScript Tutorial in Hindi #35,2022-09-04T14:34:46Z,PT9M44S,236711,6472,327
Element only Navigation | JavaScript Tutorial in Hindi #34,2022-09-04T10:02:52Z,PT9M31S,235944,6081,221
Parents & Siblings of an Element | JavaScript Tutorial in Hindi #33,2022-09-03T14:53:50Z,PT12M26S,255310,6639,227
Accessing Children of an Element | JavaScript Tutorial in Hindi #32,2022-09-03T05:30:02Z,PT10M4S,283208,7114,416
Signup & use Wordpress on Dreamhost 💻,2022-09-02T11:30:23Z,PT1M,42870,2257,35
Walking the DOM | JavaScript Tutorial in Hindi #31,2022-09-02T05:30:03Z,PT13M7S,345738,8083,311
Possible reasons you are not getting the job you wanted!,2022-09-01T06:39:22Z,PT8M20S,65536,3612,313
Khatarnaak Game 🤯😲,2022-08-31T19:06:08Z,PT34S,589276,40992,200
Personal Portfolio Website + Blog Using WordPress (No Coding),2022-08-30T07:21:30Z,PT40M37S,130749,3330,271
"Exercise 2 - Snake, Water and Gun| JavaScript Tutorial in Hindi #30",2022-08-29T15:25:28Z,PT3M39S,241946,5314,424
JavaScript Chapter 6 - Practice Set | JavaScript Tutorial in Hindi #29,2022-08-28T15:45:02Z,PT12M47S,280216,7118,535
"DOM, BOM & Window Object | JavaScript Tutorial in Hindi #28",2022-08-28T07:21:50Z,PT11M28S,457903,10793,309
"JavaScript alert, prompt & confirm | JavaScript Tutorial in Hindi #27",2022-08-26T11:30:01Z,PT11M30S,310219,8075,290
Machine Learning use cases you probably don't know about,2022-08-25T11:54:02Z,PT10M50S,110586,6390,349
Easy Game Development 🔥,2022-08-23T15:32:20Z,PT45S,213333,13769,152
JavaScript Exercise 1: Solution & Shoutouts | JavaScript Tutorial in Hindi #26,2022-08-21T16:36:08Z,PT13M43S,253384,5835,415
This Happens on Dark Web 🔥,2022-08-20T11:30:18Z,PT36S,2850581,123309,1500
JavaScript Console Object | JavaScript Tutorial in Hindi #25,2022-08-19T14:30:00Z,PT11M16S,299675,7998,284
JavaScript Script Tag | JavaScript Tutorial in Hindi #24,2022-08-18T14:52:15Z,PT8M2S,296090,7644,260
JavaScript in the Browser | JavaScript Tutorial in Hindi #23,2022-08-17T15:58:25Z,PT10M14S,342914,8466,351
SQL Injection 💉,2022-08-16T13:32:02Z,PT59S,339768,22242,160
Exercise 1 - Guess the Number | JavaScript Tutorial in Hindi #22,2022-08-15T12:57:00Z,PT8M40S,320306,7847,939
JavaScript Chapter 5 - Practice Set on Arrays | JavaScript Tutorial in Hindi #21,2022-08-14T14:00:54Z,PT11M33S,315029,8433,501
"Map, Filter & Reduce in JavaScript | JavaScript Tutorial in Hindi #20",2022-08-13T13:40:30Z,PT12M49S,640890,14590,507
Killer GitHub Readme 🐱‍👤,2022-08-12T14:30:19Z,PT23S,253910,14848,69
Using Loops With Arrays in JavaScript | JavaScript Tutorial in Hindi #19,2022-08-11T12:00:32Z,PT11M58S,474442,11892,480
BOTNET: Are you Hijacked? 🤠,2022-08-10T06:21:51Z,PT56S,228513,14876,90
Some More JavaScript Array Methods | JavaScript Tutorial in Hindi #18,2022-08-09T12:00:12Z,PT17M4S,426757,11796,644
JavaScript Array Methods | JavaScript Tutorial in Hindi #17,2022-08-06T11:30:02Z,PT10M2S,460605,10279,403
Introduction to Arrays | JavaScript Tutorial in Hindi #16,2022-08-05T13:17:51Z,PT10M19S,486660,11289,942
JavaScript Chapter 4 - Practice Set on Strings | JavaScript Tutorial in Hindi #15,2022-08-04T13:09:12Z,PT11M5S,340660,8701,1511
JavaScript String Methods | JavaScript Tutorial in Hindi #14,2022-08-03T11:30:06Z,PT17M38S,466212,11507,1125
Introduction to Strings | JavaScript Tutorial in Hindi #13,2022-08-02T12:49:50Z,PT13M44S,490071,13339,1350
Quick Resume Trick 🔥💵,2022-08-02T08:00:14Z,PT1M,132995,13109,84
Windows 12,2022-08-01T07:41:42Z,PT47S,246855,14247,145
JavaScript Chapter 3 - Practice Set on Loops and Functions | JavaScript Tutorial in Hindi #12,2022-07-31T11:29:47Z,PT12M11S,466852,11362,755
Functions in JavaScript | JavaScript Tutorial in Hindi #11,2022-07-30T14:54:13Z,PT13M49S,730742,15724,628
While Loops in JavaScript | JavaScript Tutorial in Hindi #10,2022-07-29T11:30:10Z,PT11M8S,495254,11589,1557
This VS Code Extension will replace Postman 🔥,2022-07-29T06:53:10Z,PT8M40S,97137,3282,256
For Loops in JavaScript | JavaScript Tutorial in Hindi #9,2022-07-28T11:30:06Z,PT19M40S,816124,16411,1258
JavaScript Chapter 2 - Practice Set on Operators and Conditionals | JavaScript Tutorial in Hindi #8,2022-07-27T11:30:08Z,PT14M5S,612598,14464,2428
Redis: This can change your Database Game - Here how!,2022-07-25T16:58:54Z,PT11M9S,141788,3917,242
Conditional expressions in JavaScript | JavaScript Tutorial in Hindi #7,2022-07-24T11:30:20Z,PT20M59S,861802,19244,3828
JavaScript Operators and Expressions | JavaScript Tutorial in Hindi #6,2022-07-23T12:36:35Z,PT23M26S,1009107,21578,2353
Unboxing a coder’s dream monitor | Mast hai ye 😍😍,2022-07-22T18:05:50Z,PT9M29S,313786,9590,638
JavaScript  Chapter 1 - Practice Set | JavaScript Tutorial in Hindi #5,2022-07-20T11:30:12Z,PT12M25S,972307,23842,1764
Primitives and Objects in JavaScript | JavaScript Tutorial in Hindi #4,2022-07-19T11:30:14Z,PT11M32S,1105906,24288,1189
"const, let and var in JavaScript | JavaScript Tutorial in Hindi #3",2022-07-17T11:30:03Z,PT12M58S,1311415,30342,1378
Variables in JavaScript | JavaScript Tutorial in Hindi #2,2022-07-15T16:20:08Z,PT13M34S,1887595,40223,2186
Introduction to JavaScript + Setup | JavaScript Tutorial in Hindi #1,2022-07-14T13:31:12Z,PT13M46S,4996000,96342,7928
Ultimate JavaScript Course - Announcement 🔥,2022-07-13T06:46:56Z,PT1M57S,139873,15800,2336
Hate PHP? | Where php Shines 🌟,2022-07-12T08:43:06Z,PT47S,222680,15331,134
An Innovative way used by Hackers!,2022-07-06T06:27:19Z,PT51S,1883821,147248,1096
Unix & C,2022-07-02T18:05:04Z,PT40S,79359,4994,140
Should you use a secondary editor?,2022-06-30T15:42:23Z,PT13M49S,34568,1382,192
I almost got Hacked! 🐱‍💻😲,2022-06-30T11:32:30Z,PT43S,1739556,133171,883
Finding Best Selling Products Using Public User Reviews & BrightData,2022-06-29T14:45:01Z,PT53M34S,28022,1230,131
Time Saving Microsoft Edge Feature 🔥,2022-06-28T07:50:00Z,PT37S,221701,15826,139
4 Amazing Facts About Steve Jobs,2022-06-27T05:30:23Z,PT47S,240405,20927,132
Displaying All products in a Material UI Table | NextJs Tutorial for Beginners #79,2022-06-26T16:13:41Z,PT15M54S,38771,648,127
Github Copilot ka Dhoka 😅,2022-06-25T17:28:19Z,PT1M,78733,4126,93
Creating a Form for Adding Product | NextJs Tutorial for Beginners #78,2022-06-25T11:30:12Z,PT15M50S,18068,389,85
Populating pages with pages from the template| NextJs Tutorial for Beginners #77,2022-06-24T14:43:03Z,PT19M2S,15666,509,107
Creating Pages for the Dashboard | NextJs Tutorial for Beginners #76,2022-06-23T12:23:14Z,PT18M34S,15175,443,126
Conclusion & where to go from here | Portfolio Website + Blog Using Sanity.io #13,2022-06-22T05:30:14Z,PT10M29S,34920,699,155
Adding NavBar Component & Other UI Fixes | Portfolio Website + Blog Using Sanity.io #12,2022-06-21T05:30:02Z,PT13M10S,22124,398,96
Adding multiple profiles to our Portfolio | Portfolio Website + Blog Using Sanity.io #11,2022-06-20T06:34:32Z,PT27M21S,17244,452,92
Ultimate Docker Crash Course: Learn Docker within 30 Minutes!,2022-06-19T11:30:12Z,PT33M23S,372825,8622,453
Run VS Code on Mobile Phone For Free 📲,2022-06-17T11:30:30Z,PT11M54S,192972,7257,371
A closer look at GROQ | Portfolio Website + Blog Using Sanity.io #10,2022-06-16T06:35:05Z,PT15M22S,13884,367,78
The Love ♥ for C 💻,2022-06-15T05:14:43Z,PT40S,449593,34467,184
Fetching Blog Template for our Project  | Portfolio Website + Blog Using Sanity.io #9,2022-06-14T06:11:18Z,PT17M37S,15777,411,93
Microsoft shutting down... ⚔⚔⚔,2022-06-13T16:23:43Z,PT34S,234948,16036,601
Creating a Blog Page | Portfolio Website + Blog Using Sanity.io #8,2022-06-13T06:30:40Z,PT18M,17522,516,87
A Side Project 💻⌨🖱,2022-06-12T05:12:53Z,PT50S,235808,18910,50
Creating Dashboard for Codeswear.com | NextJs Tutorial for Beginners #75,2022-06-11T15:30:05Z,PT21M59S,27355,575,94
Fetching blogs in our homepage | Portfolio Website + Blog Using Sanity.io #7,2022-06-11T05:30:18Z,PT19M55S,17186,405,72
Adding Template to our Next.js project | Portfolio Website + Blog Using Sanity.io #6,2022-06-10T07:07:37Z,PT13M11S,17552,438,62
No Degree 🎓,2022-06-08T17:30:54Z,PT29S,188953,12908,87
Connecting Next.js app with Sanity.io | Portfolio Website + Blog Using Sanity.io #5,2022-06-08T05:51:34Z,PT13M27S,27804,571,103
Creating a Next.js app for Frontend | Portfolio Website + Blog Using Sanity.io #4,2022-06-07T07:41:18Z,PT18M27S,38112,887,96
Windows 9 - The Mystery OS  🔥,2022-06-05T14:35:39Z,PT47S,725852,40349,245
Adding Rich Text to Blog in Sanity | Portfolio Website + Blog Using Sanity.io #3,2022-06-04T14:30:09Z,PT19M48S,32212,736,111
Game changing AI 🤖,2022-06-03T18:10:53Z,PT58S,1066882,108737,770
Building Tic Tac Toe on iPhone 13 Pro Max Challenge (Multiplayer Game) 🔥,2022-06-03T05:30:20Z,PT1H6M21S,47540,1701,191
Creating Content Structure for our Portfolio Site | Portfolio Website + Blog Using Sanity.io #2,2022-06-02T14:58:39Z,PT16M19S,50724,1134,158
Introduction to Sanity.io | Portfolio Website + Blog Using Sanity.io #1,2022-06-01T15:16:32Z,PT10M33S,167534,3800,374
An Old Player of Programming Languages,2022-06-01T05:30:33Z,PT32S,141907,10895,93
52 Years Old Code!,2022-05-30T05:42:12Z,PT42S,1238211,77339,287
Lets Build an Action Game Using JavaScript with Kaboom.js 💥 (from scratch),2022-05-28T12:54:15Z,PT1H35S,92866,4038,574
First Computer Game,2022-05-25T18:30:15Z,PT21S,142188,9022,189
null vs NaN in JavaScript,2022-05-24T17:56:54Z,PT31S,69302,5098,54
Deploying Codeswear.com to DigitalOcean | NextJs Tutorial for Beginners #74,2022-05-23T07:42:45Z,PT17M31S,32081,689,210
Index starts with 0 & not 1 - But why?,2022-05-22T17:00:07Z,PT23S,138164,12213,81
Creating Forgot Password Page | NextJs Tutorial for Beginners #73,2022-05-22T06:02:32Z,PT45M54S,21364,535,98
Microsoft Azure Developer League - An amazing platform from Microsoft for cloud computing,2022-05-21T14:11:18Z,PT2M45S,33070,1533,114
Creating MyAccount Section for CodesWear | NextJs Tutorial for Beginners #72,2022-05-21T05:33:40Z,PT1H6M35S,15247,378,60
PinCodes json + avoiding non serviceable Locations | NextJs Tutorial for Beginners #71,2022-05-20T11:36:01Z,PT28M42S,12790,380,90
Creating a Python based email marketing bot on Replit 🔥,2022-05-19T05:30:11Z,PT22M,51549,1835,196
Displaying out of stock items | NextJs Tutorial for Beginners #70,2022-05-18T11:51:17Z,PT13M31S,15995,341,87
PayTM checksum Tampering check | NextJs Tutorial for Beginners #69,2022-05-18T05:14:19Z,PT28M46S,17058,441,50
Python Comics 💬💥💨,2022-05-17T16:30:05Z,PT24S,86287,6171,62
Showing Sidebar only for few pages | NextJs Tutorial for Beginners #68,2022-05-17T08:06:18Z,PT27M32S,18726,390,107
"Creating Myntra Clone using HTML, CSS & JavaScript",2022-05-15T05:30:06Z,PT1H15M49S,700627,14488,468
99% Python developers will get confused!,2022-05-14T17:00:08Z,PT23S,238400,12008,247
Are Cracked Softwares Safe?,2022-05-13T17:00:07Z,PT49S,817760,37053,443
5 Common Hacking Techniques,2022-05-12T17:00:15Z,PT50S,1220229,106159,851
How to confuse a Python Developer?,2022-05-11T17:00:09Z,PT15S,3219076,82341,1211
Windows for Free?,2022-05-10T17:00:30Z,PT36S,443244,30497,103
What are Environment Variables | Hacking?,2022-05-10T05:47:55Z,PT6M11S,79140,2387,160
Official Python Song 🎶🎵🎼🎹🎧,2022-05-09T17:00:27Z,PT29S,111432,7499,80
Google for sale! 😲,2022-05-08T17:00:21Z,PT42S,2447753,146395,758
"Creating a Calculator using HTML, CSS & JavaScript",2022-05-08T06:13:09Z,PT34M4S,1090336,22511,741
The end of JavaScript 🤔,2022-05-07T17:00:26Z,PT30S,187250,14191,482
Stop Using React!,2022-05-06T17:00:09Z,PT29S,522032,25348,276
My favorite JavaScript Library!,2022-05-05T17:00:27Z,PT29S,94300,8444,75
Stop using console.log(),2022-05-04T17:08:22Z,PT29S,94450,8894,77
Top Websites To Find Hackathons With Big Prizes!,2022-05-04T06:26:57Z,PT8M27S,109205,5393,187
Python Programming and snake 🐍,2022-05-03T17:00:33Z,PT24S,81705,5218,42
Complete Full Stack Web Developer Roadmap (2024 Edition),2022-05-03T05:30:06Z,PT20M17S,1536382,63577,10107
The Money Making Programming Language (Atleast for me)!,2022-05-03T05:30:04Z,PT5M21S,76522,4336,592
How many programming languages are there?,2022-05-02T17:00:08Z,PT22S,339263,19179,106
World's first Programming Language...,2022-05-01T17:00:05Z,PT13S,210285,11668,104
How to get highest package in college?,2022-05-01T05:30:53Z,PT10M47S,423483,21418,894
A Programmer's mistake....,2022-04-30T17:07:16Z,PT36S,851373,61584,325
Python Project: Tic Tac Toe Game in Python 🔥,2022-04-30T05:30:01Z,PT24M19S,457251,9691,936
PHP: Not a programming language,2022-04-29T17:00:34Z,PT32S,465628,26703,98
🚫 Don't buy a MacBook 😢,2022-04-29T04:54:55Z,PT9M30S,381787,19091,2516
5 Extremely Bad Python Habits,2022-04-28T16:14:50Z,PT1M,99432,9358,97
Coding mein bug ko bug kyu kehte hain?,2022-04-27T16:16:12Z,PT27S,270195,22197,102
Horizontal vs. Vertical Scaling - Learn Now!,2022-04-27T05:39:27Z,PT6M29S,51881,2464,332
What exactly is JamStack?,2022-04-26T11:30:00Z,PT3M34S,23889,1480,144
Top money making skills in web development 🔥,2022-04-25T11:30:06Z,PT7M19S,165490,7866,863
Your Future in Web Development... (The Truth),2022-04-23T11:30:00Z,PT5M54S,769233,26122,947
"Creating a landing page using HTML, CSS & JavaScript 🔥",2022-04-22T11:30:14Z,PT1H30M10S,318505,7003,384
Data Analysis on House Pricing Data using MongoDB Aggregation Pipelines,2022-04-21T11:30:02Z,PT30M40S,44181,1031,79
The most Profitable Skills in Coding!,2022-04-20T12:49:24Z,PT1M,508889,55845,980
Kya Web Developer ko Graphic Designing seekhni chahiye?,2022-04-19T13:25:55Z,PT8M56S,63317,3700,361
PyMongo Tutorial & Connecting to a MongoDB Atlas Cluster Using Python,2022-04-17T14:30:06Z,PT43M8S,52836,1552,260
Fixing Checkout Issues | NextJs Tutorial for Beginners #67,2022-04-16T16:31:13Z,PT20M5S,15616,378,97
Out of stock check in CodesWear.com | NextJs Tutorial for Beginners #66,2022-04-16T11:30:02Z,PT44M27S,13001,294,63
Pincode to city & state | NextJs Tutorial for Beginners #65,2022-04-15T15:30:03Z,PT31M46S,19137,436,81
Creating Order and Orders Page for the user | NextJs Tutorial for Beginners #64,2022-04-15T11:30:04Z,PT38M14S,12709,311,46
Initiating Order and Redirecting to Order Page | NextJs Tutorial for Beginners #63,2022-04-14T14:00:08Z,PT53M41S,21723,451,60
One Effective Sleeping Tip For Everyone!,2022-04-12T14:11:55Z,PT1M,86774,5609,118
Should You buy an iPad? - The devil's advocate,2022-04-10T14:30:04Z,PT5M14S,44637,2212,224
Adding Payment Gateway to Codeswear.com | NextJs Tutorial for Beginners #62,2022-04-10T11:30:03Z,PT39M31S,75281,1306,149
Adding Environment Variables to Codeswear.com | NextJs Tutorial for Beginners #61,2022-04-10T05:30:10Z,PT13M32S,12747,378,54
Creating Orders Page for Codeswear.com | NextJs Tutorial for Beginners #60,2022-04-10T02:30:07Z,PT17M49S,14294,385,52
Adding React top loading bar to Codeswear.com | NextJs Tutorial for Beginners #59,2022-04-09T14:30:16Z,PT13M22S,14375,355,37
Adding Login and Logout buttons to Codeswear.com | NextJs Tutorial for Beginners #58,2022-04-09T11:30:42Z,PT29M42S,17642,415,47
Introduction to JWT | NextJs Tutorial for Beginners #57,2022-04-09T05:30:08Z,PT11M6S,23817,550,51
Adding Encryption to login and signup for Codeswear.com | NextJs Tutorial for Beginners #56,2022-04-09T02:30:00Z,PT15M26S,19390,472,56
Creating Login Page for Codeswear.com | NextJs Tutorial for Beginners #55,2022-04-08T11:30:05Z,PT18M49S,16513,451,67
Creating Signup Page for Codeswear.com | NextJs Tutorial for Beginners #54,2022-04-08T02:30:08Z,PT21M37S,23956,544,53
"Customizing Hoodies, Mugs & Stickers Page for Codeswear.com | NextJs Tutorial for Beginners #53",2022-04-07T11:30:04Z,PT13M34S,15707,422,69
Adding React Toastify to Codeswear.com | NextJs Tutorial for Beginners #52,2022-04-07T05:30:08Z,PT11M40S,16224,397,47
How Would I Learn Web Development in 2024 If I Could Start Over 🔥🔥,2022-04-04T11:16:52Z,PT7M35S,570489,26833,906
"Making the ""Buy Now"" button for Codeswear.com | NextJs Tutorial for Beginners #51",2022-04-03T15:30:04Z,PT12M49S,24385,619,79
Replacing Dummy Text on Codeswear.com | NextJs Tutorial for Beginners #50,2022-04-03T10:30:07Z,PT16M26S,16764,326,50
Displaying Tshirt Variants on product page | NextJs Tutorial for Beginners #49,2022-04-03T02:30:14Z,PT52M45S,23364,484,129
Displaying Tshirts on Codeswear.com | NextJs Tutorial for Beginners #48,2022-04-02T15:30:11Z,PT16M31S,18210,468,70
Creating APIs for Codeswear.com | NextJs Tutorial for Beginners #47,2022-04-02T11:30:02Z,PT26M11S,28764,632,104
Adding MongoDB Database to Codeswear.com | NextJs Tutorial for Beginners #46,2022-04-02T02:30:08Z,PT13M47S,36093,743,58
Creating Login & Signup Page Design for Codeswear.com | NextJs Tutorial for Beginners #45,2022-04-01T11:30:11Z,PT14M40S,29636,671,89
Creating Orders Page for Codeswear.com | NextJs Tutorial for Beginners #44,2022-04-01T02:30:07Z,PT13M22S,16191,503,56
Improving Sidebar & Checkout Page for Codeswear.com | NextJs Tutorial for Beginners #43,2022-03-31T11:44:54Z,PT37M24S,19908,531,119
One Lesson from ₹500 Currency note 🔥,2022-03-29T18:30:45Z,PT1M,187753,26878,471
PHP in 8 Minutes 🔥,2022-03-28T12:01:35Z,PT8M46S,246513,7882,340
Creating Cart State for Codeswear.com | NextJs Tutorial for Beginners #42,2022-03-28T02:30:21Z,PT41M37S,29456,691,148
Adding Pincode Serviceability Check on Codeswear.com | NextJs Tutorial for Beginners #41,2022-03-27T11:30:12Z,PT23M51S,22546,657,95
The *most* valuable thing you have as a Developer!,2022-03-25T05:30:56Z,PT45S,76768,7510,101
Designing Product Page for Codeswear.com | NextJs Tutorial for Beginners #40,2022-03-25T05:30:02Z,PT11M10S,22031,638,116
Designing the Cart Sidebar for Codeswear.com | NextJs Tutorial for Beginners #39,2022-03-24T11:52:28Z,PT31M53S,30781,745,103
"Designing Mugs, Sticker & Hoodies page for Codeswear.com | NextJs Tutorial for Beginners #38",2022-03-24T02:30:04Z,PT9M29S,21040,613,103
Designing the Tshirts Page for Codeswear.com | NextJs Tutorial for Beginners #37,2022-03-23T11:30:00Z,PT22M17S,25471,679,83
"Creating NavBar, Footer & HomePage for Codeswear.com | NextJs Tutorial for Beginners #36",2022-03-20T13:16:35Z,PT26M39S,38246,918,122
Creating Pages for Codeswear.com | NextJs Tutorial for Beginners #35,2022-03-19T11:37:22Z,PT8M6S,28077,782,144
3 tips for better sleep (Sleep with Science),2022-03-18T11:30:00Z,PT58S,144064,14114,154
Codeswear.com - Project Setup using Tailwind CSS | NextJs Tutorial for Beginners #34,2022-03-18T05:30:15Z,PT9M8S,31345,751,109
Project 2: Codeswear.com - A Next.js powered E-Commerce Store | NextJs Tutorial for Beginners #33,2022-03-17T11:30:05Z,PT6M43S,38034,1068,106
One Tip that made me a Fast Typist!,2022-03-16T11:30:17Z,PT55S,773805,66519,437
Adding huntingcoder.com Domain and  Search Console | NextJs Tutorial for Beginners #32,2022-03-16T05:57:10Z,PT7M17S,20554,559,89
The Feynman Technique for Learning Anything 🔥,2022-03-14T05:27:44Z,PT55S,168611,16798,197
5 Effective Tips for taking Notes,2022-03-13T05:38:31Z,PT59S,155226,14398,131
Tailwind CSS in 6 Minutes 🔥,2022-03-12T06:35:45Z,PT6M19S,67437,2510,211
Deploying Hunting Coder | NextJs Tutorial for Beginners #31,2022-03-11T11:30:12Z,PT20M37S,24080,591,92
Adding Responsive Design to Hunting Coder | NextJs Tutorial for Beginners #30,2022-03-11T05:30:02Z,PT15M3S,19604,459,71
Adding Infinite Scroll to Hunting Coder | NextJs Tutorial for Beginners #29,2022-03-10T11:30:04Z,PT21M38S,25094,628,98
Django in 8 Minutes 🔥,2022-03-08T11:30:12Z,PT8M3S,326977,8303,324
Styling Fixes in our Hunting coder Blog | NextJs Tutorial for Beginners #28,2022-03-07T11:30:17Z,PT26M11S,17621,497,102
Designing the About Page | NextJs Tutorial for Beginners #27,2022-03-07T04:01:44Z,PT6M43S,16321,469,51
Designing the /contact FrontEnd Page | NextJs Tutorial for Beginners #26,2022-03-06T13:44:06Z,PT23M27S,21716,614,111
Creating an API to save Contact Data | NextJs Tutorial for Beginners #25,2022-03-06T05:30:45Z,PT16M48S,27851,737,67
Rendering HTML text using dangerouslySetInnerHTML in Next.js | NextJs Tutorial for Beginners #24,2022-03-05T05:30:16Z,PT9M53S,28594,740,81
"Static site generation, getStaticProps() & getStaticPaths | NextJs Tutorial for Beginners #23",2022-03-04T02:47:01Z,PT24M37S,39899,936,112
Flask in 6 Minutes 🔥,2022-03-02T12:52:31Z,PT6M35S,218376,5429,239
Server Side Rendering - getServerSideProps() in Next.js | NextJs Tutorial for Beginners #22,2022-03-01T05:30:08Z,PT13M17S,55030,1266,130
Prerendering Strategies in Next.js | NextJs Tutorial for Beginners #21,2022-02-28T05:30:05Z,PT15M29S,30438,894,88
Fetching BlogPost using /getblog Endpoint | NextJs Tutorial for Beginners #20,2022-02-27T11:30:00Z,PT14M3S,32121,770,86
Using the API Endpoints | NextJs Tutorial for Beginners #19,2022-02-27T02:30:07Z,PT22M30S,39708,913,92
JavaScript in 8 Minutes 👩‍💻,2022-02-25T11:30:00Z,PT8M54S,275184,10091,397
Creating endpoints to get one/all blogposts | NextJs Tutorial for Beginners #18,2022-02-25T04:37:14Z,PT14M41S,41489,947,76
Introduction to API Routes in Next.js | NextJs Tutorial for Beginners #17,2022-02-24T12:12:29Z,PT9M31S,46984,1109,96
Adding blog jsons as data | NextJs Tutorial for Beginners #16,2022-02-24T02:30:17Z,PT11M38S,38812,985,92
Creating Blog and Blogpost page | NextJs Tutorial for Beginners #15,2022-02-23T11:30:21Z,PT12M54S,43104,1071,97
Displaying Navbar on all pages | NextJs Tutorial for Beginners #14,2022-02-23T02:30:00Z,PT7M55S,56431,1137,85
Basic Cleanup of Hunting Coder Blog | NextJs Tutorial for Beginners #13,2022-02-22T15:30:04Z,PT14M59S,35230,977,104
Styled jsx in Next.js | NextJs Tutorial for Beginners #12,2022-02-22T05:01:22Z,PT9M45S,36686,1100,92
Java in 7 Minutes 🔥,2022-02-20T04:29:24Z,PT7M19S,279816,10911,584
Adding Global Styles in Next.js | NextJs Tutorial for Beginners #11,2022-02-19T11:30:17Z,PT8M35S,40307,1073,80
Laptop models to buy around 70k budget,2022-02-17T15:56:22Z,PT14M25S,130957,5701,837
Component Level CSS in Next.js | NextJs Tutorial for Beginners #10,2022-02-16T11:30:08Z,PT10M57S,51488,1357,126
Link component in Next.js -  Understanding next/link | NextJs Tutorial for Beginners #9,2022-02-15T11:30:08Z,PT8M29S,54460,1227,107
C++ in 5 Minutes 🔥,2022-02-14T11:30:00Z,PT5M47S,143164,7025,372
"C++, Java or Python? The best Language for College Placements in India",2022-02-13T06:12:45Z,PT5M28S,223614,10837,540
"Tailwind CSS Course Conclusion, Wrap-up & where to go from here",2022-02-12T12:49:34Z,PT5M28S,57541,3252,366
Creating Multiple Pages in Next.js | NextJs Tutorial for Beginners #8,2022-02-11T13:36:13Z,PT11M41S,67430,1529,164
Blogging in 2024? 💻,2022-02-10T12:59:09Z,PT11M58S,43280,2352,263
Image Component in Next.js | NextJs Tutorial for Beginners #7,2022-02-09T11:30:23Z,PT17M14S,70638,1550,159
CSS in 7 Minutes 🔥,2022-02-09T03:25:43Z,PT7M30S,454354,14052,389
Head and Script Component in Next.js | NextJs Tutorial for Beginners #6,2022-02-08T11:30:01Z,PT12M9S,78177,1769,125
Project 1: Hunting Coder - A Coder's Blog | NextJs Tutorial for Beginners #5,2022-02-07T15:03:02Z,PT10M19S,103705,2883,216
JavaScript and React Refresher for Next.js | NextJs Tutorial for Beginners #4,2022-02-06T05:31:53Z,PT9M52S,88632,2053,240
99.9% developers don't use this in VS Code! 🔥 #shorts,2022-02-05T14:25:08Z,PT39S,331787,31053,430
"Don't Use HTML, CSS & JavaScript (Do this instead!)",2022-02-04T11:30:09Z,PT7M23S,364937,14191,628
Project 2: Microsoft Clone (Responsive) in Tailwind CSS: Tailwind Tutorial #15,2022-02-03T11:30:02Z,PT1H33M32S,160072,3193,268
HTML id vs class 🔥 #shorts,2022-02-03T05:30:06Z,PT1M,109269,10544,116
HTML in 9 Minutes (in Hindi) 🌐,2022-02-02T07:16:45Z,PT9M9S,679665,21527,551
File Based Routing in Next.js | NextJs Tutorial for Beginners #3,2022-02-01T11:30:14Z,PT16M9S,138335,2875,274
Our first Next.js website | NextJs Tutorial for Beginners #2,2022-01-30T12:23:03Z,PT21M4S,289163,5388,756
Introduction to Next.js | NextJs Tutorial for Beginners #1,2022-01-29T06:14:42Z,PT8M31S,556434,10931,834
Wrap Tabs in VS Code is an awesome feature! 🔥 #shorts,2022-01-24T11:41:07Z,PT36S,115787,8406,142
⚠WARNING: Don't Learn Tailwind CSS before Learning CSS!,2022-01-23T12:51:26Z,PT5M56S,45966,2488,247
Must Try this VS Code Hack #shorts 🔥,2022-01-22T11:37:09Z,PT38S,94839,8278,167
Is it impossible to master CSS?,2022-01-21T13:35:41Z,PT8M,172493,8867,549
Project 1: Facebook Clone in Tailwind CSS: Tailwind Tutorial #14,2022-01-18T12:25:04Z,PT31M50S,142436,3329,272
Deploying a Tailwind Website to Production : Tailwind Tutorial #13,2022-01-17T11:30:00Z,PT6M19S,70402,1999,188
Customizing Tailwind CSS using tailwind.config.js file: Tailwind Tutorial #12,2022-01-16T11:30:05Z,PT15M16S,72035,2159,138
When to use @apply and @layer directive?: Tailwind Tutorial #11,2022-01-15T11:30:07Z,PT8M5S,52653,1941,112
C Language in 9 Minutes (in Hindi) 🔥,2022-01-14T12:49:25Z,PT9M2S,715413,29013,1329
@layer Directive in Tailwind: Tailwind Tutorial #10,2022-01-13T12:46:41Z,PT9M47S,62344,2229,172
@apply directive in Tailwind CSS: Tailwind Tutorial #9,2022-01-12T13:54:42Z,PT13M29S,77996,2488,176
